"","Date","Time","device_id","PM2.5","PM10","PM1","Temperature","Humidity","lat","lon","unix_time","temporal_anomaly","time_panel","spatial_relative_degree","spatial_anomaly","sp_tem_anomaly","agwind","linkou_dist","taichung_dist","hsinta_dist","talin_dist","hoping_dist","mailiao_dist","linkou_cap","linkou_first_change","linkou_second_change","taichung_cap","taichung_first_change","taichung_second_change","hsinta_cap","hsinta_first_change","hsinta_second_change","talin_cap","talin_first_change","talin_second_change","hoping_cap","hoping_first_change","hoping_second_change","miaoliao_cap","mailiao_first_change","mailiao_second_change","linkou_wind","linkou_wind.1","taichung_wind","hsinta_wind","talin_wind","hoping_wind","mailiao_wind"
"11","2017-01-01","08:00:16","74DA3895C56C",53,69,36,23,77,24.119,120.67,1483228816,NA,0,"Low",TRUE,FALSE,2.74322261906877,128.376374611333,21.8624173253052,148.658354078528,179.495320716419,112.93432277927,59.527073045358,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"12","2017-01-01","08:00:20","28C2DDDD4149",16,0,0,23.87,85,25.069,121.615,1483228820,NA,0,"Low",TRUE,FALSE,7.6662858241765,32.4772933499206,149.14792026225,285.466246692901,310.601727693461,86.0813189671617,201.309286262688,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"13","2017-01-01","08:00:20","74DA3895C590",11,12,8,25.5,62,24.252,120.739,1483228820,NA,0,NA,NA,NA,1.68193770815319,112.047712247911,26.5471952690328,164.950137935301,195.410740982309,104.091759820766,74.3996484588952,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"14","2017-01-01","08:00:22","74DA388FF502",14,15,11,28.25,63,25.062,121.451,1483228822,NA,0,"Normal",FALSE,NA,7.6662858241765,16.7647030708529,136.254322878147,276.72180477441,303.25494999614,89.7234038118016,189.268214516996,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"15","2017-01-01","08:00:22","74DA3895C2AE",55,66,38,21.37,89,24.198,120.662,1483228822,NA,0,"Low",TRUE,FALSE,2.74322261906877,121.23093013481,18.4530607861342,156.748014046898,187.988010390414,112.408203215503,64.5843227490339,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"16","2017-01-01","08:00:23","74DA3895C38A",39,47,28,21.25,88,24.122,120.735,1483228823,NA,0,"Normal",FALSE,FALSE,2.74322261906877,124.952907142377,27.7145854801721,151.255416915045,181.201905972908,106.390621445995,65.1207441800232,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"17","2017-01-01","08:00:26","74DA3895C3E2",57,74,43,22.75,100,24.141,120.657,1483228826,NA,0,"Normal",FALSE,FALSE,2.74322261906877,126.918723343557,19.5884905622922,150.556170274588,181.655037743196,113.797473352821,59.9996326246262,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"18","2017-01-01","08:00:28","28C2DDDD457A",7,0,0,28,74,25.013,121.552,1483228828,NA,0,"Normal",FALSE,NA,7.6662858241765,28.2933660764835,140.282155968382,276.874421742679,302.280296891285,81.3851294171264,192.407957298915,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"19","2017-01-01","08:00:30","28C2DDDD4353",18,0,0,25.75,71,25.053,121.513,1483228830,NA,0,"High",TRUE,NA,7.6662858241765,22.9596487220506,140.17293948294,278.807761583651,304.755583193261,86.7558218011101,192.803255796558,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"20","2017-01-01","08:00:31","28C2DDDD441E",14,0,0,24.25,90,25.155,121.503,1483228831,NA,0,"Normal",FALSE,FALSE,7.6662858241765,21.0029440449614,147.247256887052,288.324554019433,314.822613701632,97.9372867924483,200.479563732814,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"21","2017-01-01","08:00:32","28C2DDDD40E8",10,0,0,24.5,77,25.053,121.513,1483228832,NA,0,"Low",TRUE,FALSE,7.6662858241765,22.9596487220506,140.17293948294,278.807761583651,304.755583193261,86.7558218011101,192.803255796558,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"22","2017-01-01","08:00:37","74DA388FF3AE",12,0,0,23.37,76,25.017,121.54,1483228837,NA,0,"Low",TRUE,FALSE,7.6662858241765,27.0086849651372,139.629622979549,276.654631472077,302.187624591428,82.1398999883683,191.857841536487,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"23","2017-01-01","08:00:37","74DA3895C31E",50,65,35,25.62,69,24.156,120.637,1483228837,NA,0,"Low",TRUE,FALSE,2.74322261906877,126.54216381343,17.0651622389729,151.525068932141,182.942501900161,115.53901124587,59.5470945956649,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"24","2017-01-01","08:00:40","74DA388FF430",11,0,0,24.87,61,25.017,121.538,1483228840,NA,0,"Low",TRUE,FALSE,7.6662858241765,26.8266248976359,139.474328719862,276.554200969475,302.105007653081,82.1956994744105,191.714577653128,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"25","2017-01-01","08:00:42","74DA3895C366",58,74,39,21,100,24.094,120.647,1483228842,NA,0,"Normal",FALSE,FALSE,2.74322261906877,131.951482890092,21.4425934008884,145.270886696139,176.32551004979,115.779552546415,55.994771694421,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"26","2017-01-01","08:00:43","28C2DDDD4332",13,15,10,29.37,54,25.148,121.409,1483228843,NA,0,NA,NA,NA,7.6662858241765,11.5832154503476,140.157788782525,283.348829925316,310.609060644764,100.176734923997,193.748165953462,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"27","2017-01-01","08:00:47","74DA3895C21E",37,48,27,24.62,68,24.191,120.612,1483228847,NA,0,"Low",TRUE,NA,2.74322261906877,124.63723862413,13.5246857357203,154.529899519095,186.380026417843,117.540875619599,60.4363800644831,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"28","2017-01-01","08:00:48","74DA3895C38C",45,56,32,21.75,83,24.314,120.719,1483228848,NA,0,"High",TRUE,NA,1.68193770815319,107.229446021908,26.6422907331128,170.816742754729,201.754838967119,105.914302680164,77.8543683951387,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"29","2017-01-01","08:00:49","28C2DDDD456A",16,0,0,23.87,81,25.035,121.551,1483228849,NA,0,"Normal",FALSE,FALSE,7.6662858241765,27.2461670186803,141.764846080307,278.944792877143,304.470155184574,83.7762370697929,194.057371418311,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"30","2017-01-01","08:00:50","74DA3895C2B0",47,60,32,25.62,68,22.992,120.158,1483228850,NA,0,NA,NA,NA,11.5835847118016,263.808020754998,139.857318885066,15.6585955043587,53.9498930847448,219.609030917268,89.8360514201909,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"31","2017-01-01","08:00:51","74DA3895C230",54,71,38,25.25,79,24.147,120.638,1483228851,NA,0,"Low",TRUE,FALSE,2.74322261906877,127.341926966597,17.5551525110656,150.599459392524,181.972457125709,115.593188013648,58.9589254260376,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"32","2017-01-01","08:00:53","74DA3895C208",53,70,38,22.75,77,24.161,120.648,1483228853,NA,0,"Low",TRUE,FALSE,2.74322261906877,125.482405486006,17.9190997575499,152.391921525603,183.682907799785,114.351569713287,60.751202487902,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"33","2017-01-01","08:00:54","28C2DDDD47C0",40,0,0,28.5,65,22.61,120.317,1483228854,NA,0,"High",TRUE,NA,9.73796256899323,296.823391142657,179.229791973302,30.0285360842979,8.46599698996731,239.811454870956,132.769918016715,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"34","2017-01-01","08:00:55","28C2DDDD435A",8,0,0,24,76,24.999,121.559,1483228855,NA,0,"Low",TRUE,FALSE,7.6662858241765,29.6167216422057,139.854731777019,275.884810686627,301.156435297436,79.6962533635771,191.82937822104,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"35","2017-01-01","08:00:55","28C2DDDD46F1",22,0,0,26.5,68,25.045,121.446,1483228855,NA,0,"High",TRUE,NA,7.6662858241765,17.153126074609,134.585915337699,274.812262310393,301.312469292575,88.1379253160565,187.530301048411,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"36","2017-01-01","08:00:55","74DA3895C4CE",48,62,34,24.37,70,24.113,120.504,1483228855,NA,0,"Low",TRUE,NA,2.74322261906877,138.013137440121,11.3744137869128,143.396009378443,176.388747557824,129.64473229249,46.6205394302062,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"37","2017-01-01","08:00:57","74DA3895E0AC",38,46,27,21.62,81,24.216,120.651,1483228857,NA,0,"Low",TRUE,NA,2.74322261906877,120.137496053934,17.2625127952309,158.325736424284,189.766120750575,113.312520046046,65.1911841132069,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"38","2017-01-01","08:00:59","74DA3895C588",62,83,44,21.62,100,24.14,120.64,1483228859,NA,0,"High",TRUE,NA,2.74322261906877,127.901556514381,18.0768607154732,149.917860312106,181.239632486086,115.518909184085,58.6038241188755,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"39","2017-01-01","08:01:00","28C2DDDD47CC",11,0,0,26.25,71,25.053,121.535,1483228860,NA,0,"Low",TRUE,FALSE,7.6662858241765,25.0643019863599,141.839108384891,279.889110233873,305.643807073171,86.1335073135615,194.346633925057,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"40","2017-01-01","08:01:01","74DA3895C55A",52,58,46,20.75,76,24.308,120.704,1483228861,NA,0,"High",TRUE,NA,1.68193770815319,108.621759474422,24.9808392172491,169.709993882558,200.807398369152,107.436101006742,76.3361162918897,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"41","2017-01-01","08:01:04","74DA3895DF9C",13,14,9,23.37,77,23.6,121.521,1483228864,NA,0,NA,NA,NA,4.709404142644,170.820305996796,125.930185835153,158.754397882539,169.581547823117,82.5166443743455,136.242294380086,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"42","2017-01-01","08:01:04","74DA3895DFB4",58,71,43,22.62,85,24.071,120.643,1483228864,NA,0,"Normal",FALSE,FALSE,2.74322261906877,134.378129100899,22.8185591026199,142.71470715094,173.733905953023,116.737729403514,54.1933335224713,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"43","2017-01-01","08:01:06","28C2DDDD479F",36,0,0,25.25,72,22.961,120.323,1483228866,NA,0,NA,NA,NA,9.91801627629741,260.075772915549,140.300968430359,17.4226210169259,47.3296031817687,209.838160166834,93.9911142570776,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"44","2017-01-01","08:01:09","74DA3895C436",35,44,24,24,71,24.062,120.541,1483228869,NA,0,NA,NA,NA,2.74322261906877,140.600866468038,17.880210666824,138.770922181477,171.161570521674,127.065902513725,45.315235654888,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"45","2017-01-01","08:01:10","74DA3895C3EC",61,77,46,21.75,89,24.109,120.688,1483228870,NA,0,"High",TRUE,NA,2.74322261906877,128.460744228467,24.0013089181157,148.217999860174,178.764053537439,111.358939896147,60.3576876956379,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"46","2017-01-01","08:01:11","28C2DDDD42C7",18,0,0,23.25,73,24.983,121.534,1483228871,NA,0,"High",TRUE,NA,7.6662858241765,28.3271577633686,136.772029008543,273.074497532964,298.488726961962,78.6849726196284,188.777426442787,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"47","2017-01-01","08:01:14","74DA3895C55C",57,75,42,23.12,91,24.174,120.578,1483228874,NA,0,"Normal",FALSE,NA,2.74322261906877,128.13996049689,10.7639317725531,151.7855838491,184.010786921889,121.196739168068,56.6952281631227,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"48","2017-01-01","08:01:17","74DA3895C30A",48,61,32,21.75,86,24.225,120.714,1483228877,NA,0,NA,NA,NA,2.74322261906877,115.923705459452,23.6922210947552,161.270999567364,191.944314273702,106.851766711248,70.4982320938115,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"49","2017-01-01","08:01:20","74DA3895C39A",36,44,25,21.62,83,24.145,120.725,1483228880,NA,0,"Low",TRUE,NA,2.74322261906877,123.150486813408,25.9094879796097,153.280130730007,183.472486850988,106.91456374621,65.7432315410257,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"50","2017-01-01","08:01:21","74DA3895DFC8",56,75,38,25.75,76,24.03,120.678,1483228881,NA,0,"Normal",FALSE,FALSE,2.74322261906877,136.709066525362,28.5586720395057,139.616466446229,169.947960277488,114.441956214903,54.8939728626162,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"51","2017-01-01","08:01:24","28C2DDDD4519",3,0,0,24.75,62,24.78,120.995,1483228884,NA,0,"Normal",FALSE,NA,4.32148096209479,48.7463285678805,81.8224848899632,229.076165187205,258.678660909399,93.885438491375,135.734465945943,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"52","2017-01-01","08:01:27","28C2DDDD450C",10,0,0,24,88,25.052,121.563,1483228887,NA,0,"Normal",FALSE,NA,7.6662858241765,27.7991385919685,143.909645234892,281.18859823078,306.692758245015,85.3106633765734,196.251202286206,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"53","2017-01-01","08:01:27","28C2DDDD458F",13,0,0,25.25,103,25.036,121.532,1483228887,NA,0,"Low",TRUE,FALSE,7.6662858241765,25.4197952262235,140.374112219295,278.092339705012,303.790556505521,84.3956456917306,192.784445739576,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"54","2017-01-01","08:01:27","74DA388FF42A",13,0,0,24.75,64,25.011,121.536,1483228887,NA,0,"Normal",FALSE,FALSE,7.6662858241765,26.9422980795327,138.893003245492,275.874479148886,301.413025538659,81.6109713660565,191.101190241032,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"55","2017-01-01","08:01:28","28C2DDDD4599",22,0,0,24.12,79,25.031,121.493,1483228888,NA,0,NA,NA,NA,7.6662858241765,22.0667698823828,137.039192547725,275.688871327423,301.708159506084,85.0448370783309,189.63981424059,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"56","2017-01-01","08:01:30","28C2DDDD45E8",47,0,0,25.25,69,24.161,120.638,1483228890,NA,0,"Normal",FALSE,NA,2.74322261906877,126.015653656854,16.96124620554,152.086668542676,183.508259867017,115.356370407536,59.9955341846105,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
"57","2017-01-01","08:01:32","28C2DDDD4597",11,0,0,25.5,65,25.083,121.572,1483228892,NA,0,"Normal",FALSE,NA,7.6662858241765,27.9428330129683,146.845817397738,284.634109104899,310.211945219616,88.4631232242128,199.342873364229,0,NA,NA,478.9,NA,NA,147.5,NA,NA,0,NA,NA,57.2,NA,NA,137.3,NA,NA,2.26465986111678,2.26465986111678,4.61602114642715,3.72621076217919,1.81962085730709,0.692865270495375,0.953990678060581
